gameId,playId,season,week,split,isDropback,possessionTeam,defensiveTeam,quarter,down,yardsToGo,yardsToEndzone,gameClockSeconds,playClockAtSnap,scoreDifferential,expectedPoints,offenseFormation,receiverAlignment,offenseWidth,defenseWidth,offenseDepth,defenseDepth,meanOffenseBackfieldDepth,meanDefenderDepth,meanOffenseSpeed,meanDefenseSpeed,boxDefenders,meanNearestDefender,minNearestDefender
2022090800,56,2022,1,train,1,BUF,LA,1,1,10,25,900,12,0,1.29869867442176,SHOTGUN,2x2,35.4,35.02,4.52000000000001,13.700000000000003,1.7572727272727284,5.29818181818182,0.029090909090909094,0.34,3,4.2156891112699855,1.5801265772082926
2022090800,80,2022,1,train,1,BUF,LA,1,2,4,31,869,16,0,1.30311907688156,EMPTY,3x2,25.82,29.479999999999997,6.1299999999999955,14.629999999999995,2.061818181818181,5.5936363636363655,0.5127272727272727,0.3245454545454545,3,4.33449807877485,1.6219741058352364
2022090800,101,2022,1,train,0,BUF,LA,1,1,10,38,834,13,0,2.12668958399445,I_FORM,2x1,19.119999999999997,21.629999999999995,7.099999999999994,13.669999999999995,1.8663636363636364,4.142727272727273,0.39090909090909093,0.20272727272727273,5,3.0420198665885705,1.4770578864756752
2022090800,122,2022,1,train,1,BUF,LA,1,2,3,45,795,9,0,2.68905307259411,SHOTGUN,2x1,22.490000000000002,27.71,4.590000000000003,13.200000000000003,2.4254545454545475,4.721818181818182,0.007272727272727274,0.15272727272727274,4,3.5984076280089647,1.6601204775557672
2022090800,167,2022,1,train,1,BUF,LA,1,2,8,53,714,9,0,2.57420611265115,EMPTY,3x2,31.979999999999997,32.72,4.5,13.61,2.0090909090909093,4.292727272727273,0.025454545454545455,0.27636363636363637,3,4.205784071856272,1.3881282361511154
2022090800,191,2022,1,train,0,BUF,LA,1,1,10,65,680,13,0,3.94764705013949,SINGLEBACK,3x1,24.21,24.22,6.670000000000016,13.959999999999994,1.605454545454545,4.21181818181818,0.1809090909090909,0.2081818181818182,4,3.1048526314917115,1.307287267588863
2022090800,212,2022,1,train,1,BUF,LA,1,2,9,66,642,10,0,3.53432208206505,SHOTGUN,2x2,35,34.03,4.6499999999999915,13.709999999999994,1.6809090909090905,5.043636363636367,0.7354545454545455,0.9672727272727273,5,3.9844370900831487,1.7010584939972107
2022090800,236,2022,1,train,1,BUF,LA,1,3,1,74,603,9,0,4.0816742886090696,I_FORM,2x1,11.500000000000004,16.46,6.359999999999999,10.439999999999998,1.0199999999999971,4.123636363636362,0.5081818181818182,0.5836363636363637,5,2.6074706630739604,1.3509256086106323
2022090800,299,2022,1,train,0,LA,BUF,1,1,10,83,592,18,-7,0.723415662068874,SINGLEBACK,2x2,16.81,21.380000000000003,6.59,14.02,2.173636363636364,3.835454545454546,0.7963636363636364,1.6663636363636365,4,3.1138311178802405,1.4610270360263715
2022090800,343,2022,1,train,0,LA,BUF,1,2,10,83,544,1,-7,0.0709334746934474,SHOTGUN,2x2,20.729999999999997,22.8,5.270000000000003,10.98,2.272727272727273,4.3954545454545455,0.31272727272727274,0.8345454545454545,4,3.650544277404387,1.7542234749312862
2022090800,364,2022,1,train,1,LA,BUF,1,3,8,81,505,7,-7,-0.666245976928622,SHOTGUN,3x1,29.87,30.07,4.579999999999998,11.769999999999996,2.7818181818181817,3.0990909090909087,0.07727272727272727,0.25,4,3.581410318439122,1.432829368766567
2022090800,393,2022,1,train,0,LA,BUF,1,1,10,58,465,2,-7,2.45813551731408,SHOTGUN,2x2,20.72,22.189999999999998,4.849999999999994,13.18,2.3290909090909095,3.87090909090909,0.5809090909090908,0.8445454545454545,3,3.1966197606241877,1.71292148097921
2022090800,414,2022,1,train,1,LA,BUF,1,2,9,57,443,26,-7,2.07180004846305,EMPTY,4x1,21.270000000000003,23.49,4.280000000000001,12.770000000000003,1.8063636363636375,4.247272727272728,0.036363636363636355,0.41909090909090907,4,2.840039233577418,1.6635203635663696
2022090800,438,2022,1,train,1,LA,BUF,1,1,10,47,408,15,-7,3.15820428263396,SINGLEBACK,2x2,16.9,20.03,6.3799999999999955,11.89,2.0909090909090917,3.6636363636363622,0.670909090909091,0.7354545454545454,5,2.861101527527874,1.6724233913695423
2022090800,467,2022,1,train,1,LA,BUF,1,2,6,43,381,20,-7,2.91986055043526,SHOTGUN,2x2,22.97,23.34,4.540000000000006,13.549999999999997,1.7699999999999987,4.215454545454543,0.06272727272727273,0.21000000000000002,4,3.2088227376733895,1.9030764566879617
2022090800,486,2022,1,train,1,LA,BUF,1,3,14,51,353,20,-7,0.825719450367615,EMPTY,3x2,38.31999999999999,37.989999999999995,4.57,15.079999999999998,1.705454545454546,4.542727272727273,0.0890909090909091,0.44,2,3.4919410591751916,1.8745132701584208
2022090800,529,2022,1,train,0,BUF,LA,1,1,10,9,306,18,7,0.23759504687041,SHOTGUN,2x1,27.509999999999998,27.72,4.590000000000003,12.459999999999994,2.1281818181818193,3.5836363636363626,0.25636363636363635,0.16545454545454547,5,3.1520770253501573,1.540032467190215
