gameId,playId,season,week,split,playActionPass,possessionTeam,defensiveTeam,quarter,down,yardsToGo,yardsToEndzone,gameClockSeconds,playClockAtSnap,scoreDifferential,expectedPoints,offenseFormation,receiverAlignment,anyPreSnapMotion,offenseWidth,defenseWidth,offenseDepth,defenseDepth,meanOffenseBackfieldDepth,meanDefenderDepth,meanOffenseSpeed,meanDefenseSpeed,boxDefenders,meanNearestDefender,minNearestDefender
2022090800,101,2022,1,train,0,BUF,LA,1,1,10,38,834,13,0,2.12668958399445,I_FORM,2x1,1,19.119999999999997,21.629999999999995,7.099999999999994,13.669999999999996,1.8663636363636364,4.142727272727273,0.390909090909091,0.20272727272727273,5,3.0420198665885705,1.4770578864756752
2022090800,191,2022,1,train,0,BUF,LA,1,1,10,65,680,13,0,3.94764705013949,SINGLEBACK,3x1,1,24.21,24.22,6.670000000000016,13.959999999999994,1.605454545454545,4.21181818181818,0.1809090909090909,0.2081818181818182,4,3.1048526314917115,1.307287267588863
2022090800,236,2022,1,train,1,BUF,LA,1,3,1,74,603,9,0,4.0816742886090696,I_FORM,2x1,1,11.500000000000004,16.46,6.359999999999999,10.439999999999998,1.0199999999999971,4.123636363636362,0.5081818181818182,0.5836363636363637,5,2.6074706630739604,1.3509256086106325
2022090800,299,2022,1,train,0,LA,BUF,1,1,10,83,592,18,-7,0.723415662068874,SINGLEBACK,2x2,1,16.81,21.380000000000003,6.59,14.02,2.173636363636364,3.835454545454546,0.7963636363636364,1.6663636363636365,4,3.1138311178802405,1.4610270360263715
2022090800,343,2022,1,train,0,LA,BUF,1,2,10,83,544,1,-7,0.0709334746934474,SHOTGUN,2x2,1,20.729999999999997,22.8,5.270000000000003,10.98,2.272727272727273,4.3954545454545455,0.31272727272727274,0.8345454545454545,4,3.650544277404387,1.7542234749312862
2022090800,393,2022,1,train,0,LA,BUF,1,1,10,58,465,2,-7,2.45813551731408,SHOTGUN,2x2,1,20.72,22.19,4.849999999999994,13.18,2.3290909090909095,3.87090909090909,0.5809090909090908,0.8445454545454545,3,3.1966197606241877,1.71292148097921
2022090800,438,2022,1,train,1,LA,BUF,1,1,10,47,408,15,-7,3.15820428263396,SINGLEBACK,2x2,1,16.9,20.03,6.3799999999999955,11.89,2.0909090909090917,3.6636363636363622,0.670909090909091,0.7354545454545454,5,2.861101527527874,1.6724233913695423
2022090800,529,2022,1,train,0,BUF,LA,1,1,10,9,306,18,7,0.23759504687041,SHOTGUN,2x1,1,27.51,27.72,4.590000000000003,12.459999999999994,2.1281818181818193,3.5836363636363626,0.25636363636363635,0.1654545454545455,5,3.1520770253501573,1.540032467190215
2022090800,617,2022,1,train,1,BUF,LA,1,1,10,36,152,9,7,1.96446756692603,SHOTGUN,2x1,1,19.659999999999997,24.520000000000003,4.829999999999998,13.220000000000006,2.151818181818182,4.674545454545454,0.5536363636363636,0.2190909090909091,4,3.2817704879576035,1.280624847486571
2022090800,646,2022,1,train,1,BUF,LA,1,1,10,48,113,9,7,2.70638499618508,SINGLEBACK,2x2,0,27.609999999999992,30.229999999999997,6.849999999999994,15.009999999999993,1.192727272727272,6.043636363636363,0.05727272727272727,0.10909090909090909,4,3.72607602022224,1.311868895888612
2022090800,867,2022,1,train,1,BUF,LA,2,1,10,68,848,8,7,1.55411622999236,SINGLEBACK,2x2,0,20.430000000000003,23.78,6.509999999999998,13.61,1.7627272727272727,4.808181818181818,0.12818181818181815,0.1990909090909091,5,3.0446291853704115,1.2714165328483014
2022090800,896,2022,1,train,0,BUF,LA,2,2,8,66,816,13,7,1.07790502044372,SHOTGUN,2x1,1,28.949999999999996,30.08,4.480000000000004,13.07,2.1972727272727273,5.145454545454546,0.03727272727272727,0.2290909090909091,3,3.8651549132097713,1.7904747973652138
2022090800,933,2022,1,train,0,LA,BUF,2,1,10,64,804,13,-7,3.6400592464488,SINGLEBACK,2x2,1,17.189999999999998,18.769999999999996,7.02000000000001,13.579999999999998,2.0290909090909084,4.057272727272728,0.7927272727272727,0.889090909090909,3,2.8391373641248143,1.3951702405082929
2022090800,1009,2022,1,train,0,BUF,LA,2,2,5,63,746,14,7,1.62056206166744,SHOTGUN,2x2,0,32.620000000000005,32.78,4.659999999999997,13.509999999999998,2.1754545454545453,3.821818181818182,0.02181818181818182,0.14,4,3.474438883603883,1.3767352686700531
2022090800,1187,2022,1,train,0,LA,BUF,2,1,10,40,528,12,-10,2.12353708152659,SINGLEBACK,3x1,1,19.700000000000003,21.53,6.409999999999997,13.400000000000006,1.8645454545454536,3.958181818181818,0.7363636363636363,1.0081818181818183,6,2.628378910608497,1.5521919984331844
2022090800,1208,2022,1,train,1,LA,BUF,2,2,6,44,489,9,-10,2.08063587942161,SINGLEBACK,3x1,0,16.099999999999998,17.470000000000006,6.460000000000008,12.430000000000009,1.8699999999999992,4.538181818181819,0.06363636363636364,0.22363636363636363,6,2.7167828915291112,1.164989270336851
2022090800,1254,2022,1,train,0,LA,BUF,2,1,10,56,440,4,-10,3.11754230316728,PISTOL,2x1,1,35.75000000000001,35.580000000000005,5.460000000000008,15.930000000000009,3.006363636363636,3.455454545454545,0.470909090909091,0.26,4,3.397460776906933,1.465366848267006
2022090800,1286,2022,1,train,1,LA,BUF,2,1,10,64,409,2,-10,3.6675597820431,SINGLEBACK,2x2,1,13.47,17.259999999999998,6.810000000000002,13.459999999999994,1.870909090909092,3.982727272727274,0.5590909090909091,0.62,3,2.669758308046974,1.4228492541376252
2022090800,1385,2022,1,train,0,LA,BUF,2,1,10,75,254,12,-10,4.02725180482958,SINGLEBACK,2x2,1,17.08,17.739999999999995,6.890000000000015,12.590000000000003,1.7363636363636386,3.809090909090906,0.2781818181818182,0.1509090909090909,4,2.38702478513755,1.3860014430006773
2022090800,1406,2022,1,train,0,LA,BUF,2,1,7,93,222,18,-10,5.4906339799054,SINGLEBACK,3x1,0,20.92,21.4,6.560000000000002,8.11,1.7163636363636383,2.8572727272727283,0.12818181818181815,0.1827272727272727,7,2.5861032384610874,1.2163058825805309
2022090800,1483,2022,1,train,0,BUF,LA,2,1,10,75,180,12,3,1.33331203716807,SHOTGUN,2x1,0,33.849999999999994,34.669999999999995,5.140000000000004,14.599999999999994,2.160000000000001,5.1463636363636365,0.05,0.18636363636363637,4,4.572635748744891,1.6215116404145902
2022090800,1635,2022,1,train,1,LA,BUF,2,1,10,55,113,12,-3,2.82061755022733,SINGLEBACK,2x2,0,18.54,20.43,6.969999999999999,12.290000000000006,1.8263636363636375,4.839999999999998,0.1290909090909091,0.1827272727272727,5,2.982349038136088,1.2120231020900605
2022090800,1736,2022,1,train,0,LA,BUF,2,2,1,69,80,28,-3,3.81296629231656,SINGLEBACK,2x2,0,13.839999999999996,17.630000000000003,6.650000000000006,13.510000000000003,1.2799999999999985,4.644545454545453,0.19090909090909092,0.7854545454545455,3,2.5994107148136676,1.4458561477546756
2022090800,1757,2022,1,train,1,LA,BUF,2,3,1,69,39,5,-3,3.30477392079774,SINGLEBACK,3x1,1,17.32,21.06,7.060000000000002,16.540000000000006,2.1990909090909048,2.9454545454545444,0.7609090909090909,1.4881818181818185,5,3.1575380471493077,1.3710215169719149
2022090800,1946,2022,1,train,0,LA,BUF,3,1,10,89,895,13,0,0.304974265862256,SINGLEBACK,2x2,0,21.11,21.27,6.559999999999999,11.450000000000005,1.9636363636363632,3.770909090909091,0.17636363636363636,0.27454545454545454,4,3.033964712838595,1.4198943622678386
2022090800,2043,2022,1,train,0,BUF,LA,3,1,10,42,782,20,0,2.47993533080444,SHOTGUN,2x1,1,27.549999999999997,28.81,5.25,13.239999999999997,2.06909090909091,4.6954545454545435,0.26,0.13454545454545455,5,3.5302184774949814,1.363561513097228
2022090800,2072,2022,1,train,0,BUF,LA,3,1,10,54,742,8,0,3.1544847281184,SHOTGUN,2x1,1,26.9,26.520000000000003,5.030000000000001,11.709999999999994,2.522727272727274,3.900909090909093,0.16,0.12454545454545454,5,3.9022510219281825,1.4368368035375485
2022090800,2163,2022,1,train,0,BUF,LA,3,1,10,65,607,16,0,3.94132402678952,SINGLEBACK,2x2,1,21.22,22.46,6.570000000000007,13.22,1.7536363636363643,4.321818181818181,0.5954545454545455,0.2972727272727273,5,2.88168299993665,1.396173341673586
2022090800,2288,2022,1,train,1,LA,BUF,3,1,10,75,479,11,-7,1.36974729038775,SINGLEBACK,3x1,1,14.919999999999998,17.830000000000002,6.599999999999998,12.6,2.018181818181818,4.226363636363636,0.7445454545454545,1.0572727272727274,5,2.7463862798462833,1.1103603018840351
2022090800,2336,2022,1,train,1,LA,BUF,3,1,10,52,422,19,-7,2.88568917009979,SINGLEBACK,2x2,1,21.44,21.57,6.5,13.450000000000005,2.0436363636363635,3.909090909090908,0.609090909090909,0.8418181818181818,5,2.5763205608289885,1.410141836837698
2022090800,2360,2022,1,train,0,LA,BUF,3,1,10,42,378,6,-7,3.39966420619749,SINGLEBACK,3x1,1,22.02,24.31,6.799999999999997,14.5,1.442727272727273,5.139999999999999,0.10363636363636364,0.1827272727272727,5,2.912908540350705,1.3860014430006893
2022090800,2485,2022,1,train,0,BUF,LA,3,2,7,14,269,7,7,-0.0918154446408153,I_FORM,2x1,0,24.49,26.450000000000003,6.460000000000008,13.89,2.075454545454545,3.765454545454547,0.18818181818181817,0.3281818181818182,4,3.5163188652377304,1.5412008305214375
2022090800,2506,2022,1,train,0,BUF,LA,3,1,10,22,228,7,7,0.913547411095351,SINGLEBACK,2x2,1,20.76,23.32,6.640000000000001,13.420000000000002,2.584545454545454,3.6881818181818176,0.5599999999999999,0.36636363636363634,4,3.082806811214795,1.4400347218036158
2022090800,2551,2022,1,train,0,BUF,LA,3,1,10,33,145,6,7,1.66302699176595,I_FORM,2x1,1,28.40000000000001,30.15000000000001,6.590000000000003,11.269999999999996,1.9509090909090905,3.728181818181816,0.24545454545454545,0.23727272727272727,4,2.9771670237499994,1.2303251602726786
2022090800,2839,2022,1,train,0,LA,BUF,4,1,10,32,773,19,-14,1.59767096769065,SHOTGUN,2x2,0,22.69,23.04,4.810000000000002,12.61,1.907272727272729,4.151818181818182,0.22636363636363635,0.5981818181818181,4,3.2702083627003633,1.7218594600024737
2022090800,3145,2022,1,train,0,LA,BUF,4,4,1,33,503,23,-21,-0.183115255553275,SHOTGUN,2x2,1,13.450000000000005,15.489999999999997,5.060000000000002,14.369999999999996,2.1936363636363634,2.945454545454544,0.1390909090909091,0.4509090909090909,5,3.124057049392821,1.8526197667087452
2022090800,3262,2022,1,train,1,BUF,LA,4,1,10,37,418,21,21,3.60585897427518,SINGLEBACK,2x1,1,22.12,25.9,6.3500000000000085,10.939999999999998,1.7818181818181813,3.708181818181819,0.79,0.8463636363636363,5,2.779706637314562,1.530261415575784
2022090800,3283,2022,1,train,0,BUF,LA,4,1,10,24,371,3,21,4.37476022768533,SHOTGUN,3x1,1,26.4,28.36,4.97999999999999,11.989999999999997,2.0663636363636355,4.267272727272728,1.0672727272727272,0.3863636363636364,4,3.712478218615472,1.459897256658846
2022090800,3304,2022,1,train,0,BUF,LA,4,2,6,20,327,3,21,4.3200428297277496,I_FORM,2x1,1,19.17,22.92,6.180000000000007,11.170000000000002,2.04090909090909,3.5045454545454544,0.2827272727272727,0.30363636363636365,5,3.416022185962778,1.611521020650987
2022090800,3341,2022,1,train,0,LA,BUF,4,1,10,18,317,16,-21,0.536516216350719,SHOTGUN,2x2,0,21.43,22.14,4.6000000000000085,14.210000000000008,2.217272727272726,4.867272727272729,0.06545454545454546,0.4081818181818182,3,3.65818311157586,1.549322432549138
2022090800,3362,2022,1,train,0,LA,BUF,4,2,1,27,297,27,-21,1.28903642552905,SHOTGUN,2x2,0,20.160000000000004,20.669999999999995,4.820000000000007,13.040000000000006,2.452727272727272,3.404545454545455,0.07272727272727272,0.500909090909091,5,3.0672684154603167,1.723513852569797
2022090800,3636,2022,1,train,0,LA,BUF,4,2,16,82,75,4,-21,3.70258289302001,SINGLEBACK,2x2,1,15.049999999999995,20.299999999999997,6.280000000000001,13.39,1.8836363636363649,4.247272727272728,0.7463636363636365,1.1763636363636365,5,2.755968510516791,1.360147050873558
2022091100,57,2022,1,train,1,ATL,NO,1,1,10,75,900,11,0,1.29869867442176,PISTOL,3x1,1,20.78,23.200000000000003,7.439999999999998,11.71,2.0109090909090925,4.870909090909089,0.8327272727272728,0.5281818181818182,5,3.6957916649062033,1.3551752654177234
2022091100,78,2022,1,train,0,ATL,NO,1,1,10,64,859,9,0,2.0258534536697,I_FORM,2x1,1,14.829999999999998,18.36,7.479999999999997,12.39,1.9236363636363647,5.032727272727273,0.22454545454545455,0.29,4,3.196379347779104,1.3511846653955233
2022091100,99,2022,1,train,1,ATL,NO,1,2,4,58,825,17,0,2.18122781254351,SINGLEBACK,2x2,0,14.46,17.169999999999998,7.359999999999999,12.400000000000006,1.543636363636364,5.02,0.2918181818181818,0.31727272727272726,3,3.0688763347616748,1.6189193926814225
2022091100,121,2022,1,train,1,ATL,NO,1,3,4,58,821,9,0,1.1015193334315,SHOTGUN,3x1,1,16.37,20.21,4.3799999999999955,16.479999999999997,1.8745454545454543,3.511818181818182,0.7218181818181818,0.20090909090909087,5,3.0174790426013613,1.5121177202850364
2022091100,145,2022,1,train,0,ATL,NO,1,1,10,53,777,4,0,2.79278569715098,PISTOL,3x1,1,15.64,19.24,7.150000000000006,17.660000000000004,2.28909090909091,4.679090909090909,0.16636363636363635,0.18363636363636365,4,3.1567858349655946,1.5979048782702905
2022091100,166,2022,1,train,1,ATL,NO,1,2,8,51,738,8,0,2.3642919738777,I_FORM,2x1,1,18.43,22.880000000000003,7.5,17.439999999999998,1.8790909090909096,5.424545454545454,0.7945454545454546,0.8818181818181818,3,3.688232494677509,1.2477980605851249
2022091100,233,2022,1,train,1,ATL,NO,1,3,5,35,654,8,0,2.93937138724141,SHOTGUN,3x1,1,17.449999999999996,19.43,4.589999999999989,13.319999999999991,1.9063636363636376,5.095454545454545,0.21,0.17909090909090908,5,3.2381491443135344,1.4185203558638204
2022091100,301,2022,1,train,0,NO,ATL,1,1,10,25,640,6,-3,1.34894698159769,SINGLEBACK,2x2,1,24.65,27.46,7.13000000000001,13.170000000000002,1.6181818181818193,4.133636363636365,0.05090909090909092,0.3381818181818182,3,3.385695985886138,1.5720368952413373
2022091100,322,2022,1,train,1,NO,ATL,1,2,9,26,610,17,-3,0.763630614615977,SINGLEBACK,2x2,0,19.31,23.519999999999996,7.510000000000005,10.819999999999991,1.878181818181818,3.905454545454546,0.05818181818181818,0.21818181818181817,4,3.2292418654139183,1.6949926253526824
2022091100,395,2022,1,train,0,ATL,NO,1,1,10,79,553,10,3,0.957383326720446,SINGLEBACK,3x1,1,14.200000000000005,17.580000000000002,7.649999999999999,8.54,1.6863636363636365,3.8427272727272737,0.7154545454545453,1.0990909090909091,4,3.0362659695556373,1.749571376080439
2022091100,501,2022,1,train,0,NO,ATL,1,1,10,23,466,19,-3,1.36524520767853,SINGLEBACK,3x1,1,14.579999999999997,17.64,7.069999999999993,14.379999999999995,1.9209090909090905,4.2799999999999985,0.7572727272727273,1.03,5,2.8617202310654664,1.3401492454200783
2022091100,546,2022,1,train,0,NO,ATL,1,3,1,32,393,9,-3,1.97894182102755,SHOTGUN,3x1,1,18.1,20.69,4.609999999999999,4.470000000000013,1.890909090909092,2.1036363636363635,0.3972727272727272,0.4954545454545455,6,3.148115383897343,1.4229898102235303
2022091100,594,2022,1,train,0,NO,ATL,1,2,10,89,351,9,-3,4.74973546003457,SHOTGUN,3x1,0,20,22.31,4.929999999999993,9.139999999999986,2.367272727272729,3.368181818181818,0.2272727272727273,0.2272727272727273,3,3.1469519127546444,1.6313491349187117
2022091100,679,2022,1,train,1,ATL,NO,1,1,10,75,344,9,-4,1.20734606706537,SINGLEBACK,3x1,1,14.39,19.340000000000003,7.439999999999998,12.349999999999994,1.643636363636365,5.013636363636364,0.9063636363636364,0.9454545454545454,4,2.893554305034919,1.0987720418722018
2022091100,719,2022,1,train,1,NO,ATL,1,1,10,57,333,8,4,3.58496631495655,I_FORM,2x1,1,17.84,21.1,6.969999999999999,14.870000000000005,2.0436363636363635,3.6045454545454536,0.07636363636363637,0.08454545454545455,4,3.134887631119106,1.4451643505151963
2022091100,741,2022,1,train,0,NO,ATL,1,2,10,57,329,13,4,3.05480788531713,SINGLEBACK,3x1,1,11.55,18.559999999999995,6.93,6.639999999999986,1.7854545454545447,3.65,0.7663636363636364,0.4236363636363637,3,3.0364000553975936,1.493452376207561
2022091100,762,2022,1,train,0,NO,ATL,1,3,3,64,292,12,4,3.16955912462436,SHOTGUN,3x1,0,26.950000000000003,26.35,5.730000000000004,13.760000000000003,1.7045454545454544,4.302727272727274,0.09090909090909093,0.27636363636363637,3,4.140333659464587,1.360147050873558
2022091100,807,2022,1,train,0,NO,ATL,1,2,8,72,215,8,4,4.06864507833961,SHOTGUN,2x2,1,21.049999999999997,25.379999999999995,5.929999999999993,16.47999999999999,2.294545454545454,3.722727272727272,0.05,0.3618181818181818,4,3.632298443526781,1.2963410045200394
2022091100,870,2022,1,train,0,ATL,NO,1,1,10,66,162,11,-4,1.4483970112633,PISTOL,2x2,1,18.24,22.1,7.419999999999995,15.229999999999997,1.8436363636363635,4.975454545454546,0.5418181818181818,0.7245454545454545,4,3.286915864539083,1.5253196386331636
2022091100,914,2022,1,train,0,ATL,NO,1,1,5,49,97,2,-4,2.82527992129326,PISTOL,3x1,1,16.810000000000002,20.619999999999997,7.709999999999994,13.939999999999998,2.756363636363637,4.237272727272726,0.8109090909090909,0.9227272727272728,5,3.358966289843896,1.3817742217887867
2022091100,935,2022,1,train,0,ATL,NO,1,1,10,44,55,5,-4,2.84983198868576,SINGLEBACK,3x1,1,16.39,20.059999999999995,7.1299999999999955,10.5,2.067272727272729,4.137272727272722,0.07272727272727272,0.3527272727272728,6,3.190711910596943,1.567737222878883
2022091100,956,2022,1,train,0,ATL,NO,1,2,3,37,13,6,-4,3.1599390853662,SINGLEBACK,3x1,0,16.73,19.78,6.8500000000000085,9.620000000000005,1.598181818181818,4.79818181818182,0.1918181818181818,0.6445454545454544,6,3.0634880225000054,1.7202616080119837
2022091100,996,2022,1,train,0,ATL,NO,2,3,1,65,900,19,-4,3.19537554483395,SHOTGUN,2x1,1,11.689999999999998,13.449999999999996,4.650000000000006,10.91000000000001,1.6090909090909054,3.1900000000000017,0.17090909090909093,0.26545454545454544,6,2.925496149936171,1.160387866189574
2022091100,1046,2022,1,train,0,ATL,NO,2,2,2,75,821,5,-4,4.0732256755,PISTOL,2x1,1,32.07,30.630000000000003,7.469999999999999,10.14,2.5936363636363597,4.830909090909092,0.27454545454545454,0.37454545454545457,5,4.89658491578058,1.7585505395069136
2022091100,1067,2022,1,train,0,ATL,NO,2,1,10,83,779,5,-4,4.69112344743917,PISTOL,3x1,1,14.79,18.64,7.400000000000006,9.370000000000005,2.094545454545451,4.39,0.84,0.7281818181818182,3,3.5884584156464743,1.4708500943332046
2022091100,1088,2022,1,train,0,ATL,NO,2,1,5,95,737,8,-4,5.64314106223173,I_FORM,2x1,1,17.029999999999998,19.250000000000007,6.859999999999999,5.310000000000002,1.4836363636363616,3.388181818181819,0.14363636363636365,0.25,6,3.1814428239696726,1.2330855606972306
